domain	utterance	intents
alarm	Sound a take the dog to the vet alarm at 5 in the afternoon tomorrow.	[IN:CREATE_ALARM]
alarm	I want an get out of bed alarm for Saturday morning	[IN:CREATE_ALARM]
alarm	Give me a take your medicine alarm at 2am tomorrow.	[IN:CREATE_ALARM]
alarm	Set me a bedtime alarm for 9pm	[IN:CREATE_ALARM]
alarm	Make a wake up alarm for 6am tomorrow	[IN:CREATE_ALARM]
alarm	Set a reminder alert for me at midday	[IN:CREATE_ALARM]
alarm	Set a reminder alarm for 4.30 on Friday arvo	[IN:CREATE_ALARM]
alarm	Set a wake-up alarm for 6am on Wednesday.	[IN:CREATE_ALARM]
alarm	Make an alarm called 'take a break' at midday	[IN:CREATE_ALARM]
alarm	Make a go to bed alarm please	[IN:CREATE_ALARM]
alarm	Create an appointment alarm	[IN:CREATE_ALARM]
alarm	Make a new alarm called appointment for tomorrow	[IN:CREATE_ALARM]
alarm	I need to set up a work break alarm	[IN:CREATE_ALARM]
alarm	Set a work break alarm for this Friday at 1pm	[IN:CREATE_ALARM]
alarm	Create a work break alarm	[IN:CREATE_ALARM]
alarm	Set a wakeup alarm for 5.55am tomorrow	[IN:CREATE_ALARM]
alarm	Set a lunch alarm	[IN:CREATE_ALARM]
alarm	make a bedtime alarm	[IN:CREATE_ALARM]
alarm	Set a 'business time' alarm	[IN:CREATE_ALARM]
alarm	Set a bed time alarm at 8	[IN:CREATE_ALARM]
alarm	Set my wakeup alarm for 5pm	[IN:CREATE_ALARM]
alarm	Set my alarm called get up and run, tomorrow at 5pm	[IN:CREATE_ALARM]
alarm	create a dinner alarm	[IN:CREATE_ALARM]
alarm	Make me an alarm called wakeup	[IN:CREATE_ALARM]
alarm	Set my wakeup alarm at 6am tomorrow	[IN:CREATE_ALARM]
alarm	Set a breakfast alarm.	[IN:CREATE_ALARM]
alarm	Can you create an alarm called pick up kids	[IN:CREATE_ALARM]
alarm	Create an alarm named grocery shopping	[IN:CREATE_ALARM]
alarm	Please set an alarm titled work out	[IN:CREATE_ALARM]
alarm	Can you please create a tv show alarm	[IN:CREATE_ALARM]
alarm	Create a wake up alarm for tomorrow at 7am	[IN:CREATE_ALARM]
alarm	Set a get out of bed alarm for Thursday at 8am	[IN:CREATE_ALARM]
alarm	Set an wake up alarm to get me out of bed at 6pm tomorrow	[IN:CREATE_ALARM]
alarm	Set a get to work on time alarm for tomorrow at 7am	[IN:CREATE_ALARM]
alarm	set a wakeup alarm for 8am tomorrow	[IN:CREATE_ALARM]
alarm	arrange alarm to wakeup at 7 am tomorrow	[IN:CREATE_ALARM]
alarm	Set up meeting alarm	[IN:CREATE_ALARM]
alarm	Set a new 'go to the gym' alarm	[IN:CREATE_ALARM]
alarm	Set 'go to bed' alarm for 9pm	[IN:CREATE_ALARM]
alarm	create my workday alarm	[IN:CREATE_ALARM]
alarm	Set usual morning alarm	[IN:CREATE_ALARM]
alarm	set my workday alarm to 5.30am for every weekday	[IN:CREATE_ALARM]
alarm	create my weekend alarm for Saturday at 9am	[IN:CREATE_ALARM]
alarm	set a holiday alarm for the 2nd of February at 7am	[IN:CREATE_ALARM]
alarm	New wake up alarm for 5 am tomorrow	[IN:CREATE_ALARM]
alarm	New alarm named 'Gym' for 6 am tomorrow	[IN:CREATE_ALARM]
alarm	Create Appointment alarm for tomorrow at 5pm	[IN:CREATE_ALARM]
alarm	set a birthday alarm for tomorrow morning at 7 am	[IN:CREATE_ALARM]
alarm	make a get up and exercise alarm at 5 am	[IN:CREATE_ALARM]
alarm	Set a leave work alarm	[IN:CREATE_ALARM]
alarm	start a rise and shine alarm	[IN:CREATE_ALARM]
alarm	Create wake up alarm at 7am tomorrow	[IN:CREATE_ALARM]
alarm	Set a sleep reminder at 10pm tonight	[IN:CREATE_ALARM]
alarm	Set pick up son at 5pm today alarm	[IN:CREATE_ALARM]
alarm	Make a grocery alarm at 6pm today	[IN:CREATE_ALARM]
alarm	WORK ALARM	[IN:UNSUPPORTED_ALARM]
alarm	RETURN LIBRARY BOOKS ALARM	[IN:CREATE_ALARM]
alarm	Set an alarm for 6am called 'get up'	[IN:CREATE_ALARM]
alarm	Set an alarm for 12 midday called 'vitamins'	[IN:CREATE_ALARM]
alarm	Set me an 'exercise' alarm	[IN:CREATE_ALARM]
alarm	Set a weekly alarm for Sunday at 3pm called 'water the plants'	[IN:CREATE_ALARM]
alarm	Set a reminder alarm for tomorrow	[IN:CREATE_ALARM]
alarm	Set an alarm for work tomorrow	[IN:CREATE_ALARM]
alarm	Make an alarm for me to wakeup at 7am tomorrow	[IN:CREATE_ALARM]
alarm	Make an alarm for 8pm tomorrow for work	[IN:CREATE_ALARM]
alarm	Set an alarm to wake up at 7.00am tomorrow	[IN:CREATE_ALARM]
alarm	Setup an alarm to wake up	[IN:CREATE_ALARM]
alarm	Setup an alarm for 9am called 'work'	[IN:CREATE_ALARM]
alarm	Setup an alarm for noon called 'call uni'	[IN:CREATE_ALARM]
alarm	Setup an alarm for the 16th of June	[IN:CREATE_ALARM]
alarm	Setup an alarm tomorrow afternoon for 10 past 2	[IN:CREATE_ALARM]
alarm	I want an alarm called 'ring Mum' set.	[IN:CREATE_ALARM]
alarm	Please create a get out of bed alarm.	[IN:CREATE_ALARM]
alarm	Make an alarm to goes off on every second Tuesday at 8am.	[IN:CREATE_ALARM]
alarm	Please make an wake up alarm for 8am.	[IN:CREATE_ALARM]
alarm	Could you create a go to bed alarm for 10pm.	[IN:CREATE_ALARM]
alarm	I need a wake up alarm created for the 4th of May at 9am.	[IN:CREATE_ALARM]
alarm	Create a reminder alarm.	[IN:CREATE_ALARM]
alarm	Wake me up at 7 am on weekdays.	[IN:CREATE_ALARM]
alarm	Set an alarm for every Monday at 6 in the mornings.	[IN:CREATE_ALARM]
alarm	Make daily alarm at 8 am.	[IN:CREATE_ALARM]
alarm	Set an alarm that goes off every Tuesday at 5pm	[IN:CREATE_ALARM]
alarm	Let me know the time at 8am everyday.	[IN:CREATE_ALARM]
alarm	Please set an alarm for every Tuesdays at 6 o'clock in the evenings.	[IN:CREATE_ALARM]
alarm	Create an alarm for Tuesdays at 7pm	[IN:CREATE_ALARM]
alarm	create a recurring alarm for 7am Monday	[IN:CREATE_ALARM]
alarm	Set an alarm that goes off daily at 6am	[IN:CREATE_ALARM]
alarm	Set an alarm for 6.45am every Wednesday.	[IN:CREATE_ALARM]
alarm	Make my alarm repeat for Saturdays at 4pm.	[IN:CREATE_ALARM]
alarm	Set up my alarm to go off every week on Tuesday mornings at 8.15am.	[IN:CREATE_ALARM]
alarm	Set up my alarm to repeat at noon on Thursdays.	[IN:CREATE_ALARM]
alarm	Make my alarm repeat on Wednesday mornings at 10 am.	[IN:CREATE_ALARM]
alarm	Set wakeup alarm every  day at 5:00 am	[IN:CREATE_ALARM]
alarm	Remind bed time alarm daily at 8:45 pm	[IN:CREATE_ALARM]
alarm	Set doctor vist alarm on 1st of every month.	[IN:CREATE_ALARM]
alarm	Buzz tennis coaching alarm every monday at 3:00 pm	[IN:CREATE_ALARM]
alarm	set weekly shopping alarm on Saturdays at 4:00 pm	[IN:CREATE_ALARM]
alarm	Set a recurring alarm for 8:30pm every evening	[IN:CREATE_ALARM]
alarm	Set daily alarm for 6am for ten days	[IN:CREATE_ALARM]
alarm	Set alarm for 9am daily from Friday onwards	[IN:CREATE_ALARM]
alarm	Make an alarm that triggers every Friday morning	[IN:CREATE_ALARM]
alarm	set alarm for every Tuesday at 6am	[IN:CREATE_ALARM]
alarm	Create alarm for 10am for the next 10 Sundays	[IN:CREATE_ALARM]
alarm	turn on alarm each Friday 6pm	[IN:CREATE_ALARM]
alarm	Set an alarm for every second Wednesday 5.30am	[IN:CREATE_ALARM]
alarm	Set an alarm each Friday	[IN:CREATE_ALARM]
alarm	Create annual alarm for 25 April at 11am	[IN:CREATE_ALARM]
alarm	Set up an alarm for TV every week night at 7:30 pm	[IN:CREATE_ALARM]
alarm	Create alarm fir every Thursday 9:00 pm forever	[IN:CREATE_ALARM]
alarm	Set an alarm for evey day for the next seven months at 5:30am	[IN:CREATE_ALARM]
alarm	Make an alarm that repeats every Tuesday morning at7am	[IN:CREATE_ALARM]
alarm	Make an alarm for 7am every Wednesday	[IN:CREATE_ALARM]
alarm	set a biweekly alarm at 2:30pm for management meeting	[IN:CREATE_ALARM]
alarm	set an alarm for exercise for weekends at 5am	[IN:CREATE_ALARM]
alarm	Set an alarm for kids school during weekdays  at 6:30am	[IN:CREATE_ALARM]
alarm	Make me an alarm to drink water after every 2 hours today	[IN:CREATE_ALARM]
alarm	Set up an alarm for cricket match on thursday, 10pm	[IN:CREATE_ALARM]
alarm	set up an alarm for medicine everyday at 9pm	[IN:CREATE_ALARM]
alarm	Set an alarm that goes off every Thurdays at 10am	[IN:CREATE_ALARM]
alarm	Set an alarm that goes off every Monday at 6pm	[IN:CREATE_ALARM]
alarm	Set an alarm for Thursday every week at 7am	[IN:CREATE_ALARM]
alarm	Set a daily alarm for 10:28am	[IN:CREATE_ALARM]
alarm	I need a daily alarm set for 5am	[IN:CREATE_ALARM]
alarm	Every Wednesday activate an alarm for 8pm	[IN:CREATE_ALARM]
alarm	Please create an alarm for 1pm every Thursday for this month	[IN:CREATE_ALARM]
alarm	Biweekly an alarm must be set for Sunday at 2pm	[IN:CREATE_ALARM]
alarm	Repeat a 5pm alarm everyday for 5 weeks	[IN:CREATE_ALARM]
alarm	set alarm for weekdays 7am	[IN:CREATE_ALARM]
alarm	make an alarm for mondays at 3pm	[IN:CREATE_ALARM]
alarm	create a monthly alarm	[IN:CREATE_ALARM]
alarm	Wake me up at 10 am on every weekdays.	[IN:CREATE_ALARM]
alarm	create an alarm for weekends at 9am	[IN:CREATE_ALARM]
alarm	set an alarm that switch of every morning at 7 am	[IN:CREATE_ALARM]
alarm	make an alarm for fridays at noon	[IN:CREATE_ALARM]
alarm	set an alarm that goes off every wednesday	[IN:CREATE_ALARM]
alarm	Set fortnightly alarm for Thursdays at 2pm	[IN:CREATE_ALARM]
alarm	Make an alarm for every day at 11am	[IN:CREATE_ALARM]
alarm	Make an alarm for the 1st of every month for the next six months	[IN:CREATE_ALARM]
alarm	Set an alarm at 6 am daily for a month	[IN:CREATE_ALARM]
alarm	make alarm always go off at 7am on monday	[IN:CREATE_ALARM]
alarm	make an alarm go off at 9am on weekends	[IN:CREATE_ALARM]
alarm	set an alarm to go off on thursday nights at six	[IN:CREATE_ALARM]
alarm	make an alarm go off at 5am on mondays all month	[IN:CREATE_ALARM]
alarm	Set an alarm every day at 7am	[IN:CREATE_ALARM]
alarm	Create an alarm every Tuesday at 6pm	[IN:CREATE_ALARM]
alarm	Set an alarm every morning at 6 am	[IN:CREATE_ALARM]
alarm	Create an alarm for 5 am every Friday	[IN:CREATE_ALARM]
alarm	Create an alarm for the 1st of every month	[IN:CREATE_ALARM]
alarm	Set weekly alarm for Tuesday at 5pm	[IN:CREATE_ALARM]
alarm	Set an alarm that repeats on Wednesday mornings at 9am	[IN:CREATE_ALARM]
alarm	Set daily alarm for 6am	[IN:CREATE_ALARM]
alarm	Make alarm for Mondays at noon	[IN:CREATE_ALARM]
alarm	Create biweekly alarm for Sundays at 2pm	[IN:CREATE_ALARM]
alarm	Set a recurring alarm for Mondays at 8am	[IN:CREATE_ALARM]
alarm	Make an alarm on the next four Thursdays for 6am	[IN:CREATE_ALARM]
alarm	Set an alarm for 9am Wednesdays	[IN:CREATE_ALARM]
alarm	Set an 8am alarm for the next five Saturday mornings	[IN:CREATE_ALARM]
alarm	Make a 7pm alarm for every Monday night	[IN:CREATE_ALARM]
alarm	Set an alarm that goes off every Saturday morning at 10am	[IN:CREATE_ALARM]
alarm	Set up a weekly alarm on Mondays	[IN:CREATE_ALARM]
alarm	Start up an alarm for Tuesdays	[IN:CREATE_ALARM]
alarm	Set up an alarm for Thursdays every 2 weeks	[IN:CREATE_ALARM]
alarm	Create a weekly alarm every Wednesday	[IN:CREATE_ALARM]
alarm	Set an alarm for Tuesdays at 9am	[IN:CREATE_ALARM]
alarm	Alarm set please for every Tuesday 7pm	[IN:CREATE_ALARM]
alarm	Alert me at 9pm every Tuesday	[IN:CREATE_ALARM]
alarm	Alarm set for every weekday at 6:30am	[IN:CREATE_ALARM]
alarm	Set an alarm for 5.30 am every Friday	[IN:CREATE_ALARM]
alarm	Alarm please weekends at 10am	[IN:CREATE_ALARM]
alarm	Make an alarm that goes off at midday for a month	[IN:CREATE_ALARM]
alarm	Alarm set for last Friday of each month	[IN:CREATE_ALARM]
alarm	Create an alarm for 7pm every Sunday night	[IN:CREATE_ALARM]
alarm	Make an alarm that repeats every Tuesday at 6am	[IN:CREATE_ALARM]
alarm	Alarm set for Sundays at 9:30am for full year please	[IN:CREATE_ALARM]
alarm	Make an alarm for Saturdays for the next fortnight	[IN:CREATE_ALARM]
alarm	set daily alarm at 6am	[IN:CREATE_ALARM]
alarm	Set an alarm to go off every second Saturday please	[IN:CREATE_ALARM]
alarm	set weekly alarm at 5pm on tuesday	[IN:CREATE_ALARM]
alarm	I want an alarm set an alarm for Tuesdays at 2pm for the next 2 months	[IN:CREATE_ALARM]
alarm	set monthly alarm on the 25th at 7pm	[IN:CREATE_ALARM]
alarm	Set a alarm for each Tuesdays at 2pm for the next 2 months	[IN:CREATE_ALARM]
alarm	set weekly alarm at 12pm for three weeks	[IN:CREATE_ALARM]
alarm	create an alarm at 6.30 thats weekly for three weeks	[IN:CREATE_ALARM]
alarm	Set up at alarm which goes of at 2pm on Tuesdays	[IN:CREATE_ALARM]
alarm	set a daily alarm at 3pm please for three days	[IN:CREATE_ALARM]
alarm	Create an alarm for the next 2 months which goes off each Tuesday at 2pm	[IN:CREATE_ALARM]
alarm	Please make an alarm to be repeated for the next two months on Tuesdays at 2pm	[IN:CREATE_ALARM]
alarm	Set an alarm for every Tuesday	[IN:CREATE_ALARM]
alarm	Set an alarm every Sunday at 10 in the evening for the next month.	[IN:CREATE_ALARM]
alarm	Set a every Monday alarm	[IN:CREATE_ALARM]
alarm	I want to set an alarm every Sunday.	[IN:CREATE_ALARM]
alarm	I want an alarm for every Sunday at 10 at night.	[IN:CREATE_ALARM]
alarm	Set alarm for 9pm every night	[IN:CREATE_ALARM]
alarm	Alarm set please, every Sunday for the next 8 weeks.	[IN:CREATE_ALARM]
alarm	Set a daily alarm for 7am	[IN:CREATE_ALARM]
alarm	Set wake up alarm for 7am every Monday	[IN:CREATE_ALARM]
alarm	Set my alarm for every Tuesday at 7am	[IN:CREATE_ALARM]
alarm	Set staff meeting alarm for 9am every Wednesday	[IN:CREATE_ALARM]
alarm	I want an alarm that repeats every Friday at midnight	[IN:CREATE_ALARM]
alarm	Set an alarm every Wednesday at 2am	[IN:CREATE_ALARM]
alarm	Set alarm for dinner every Thursday	[IN:CREATE_ALARM]
alarm	Repeat my alarm every Thursday at 3pm	[IN:CREATE_ALARM]
alarm	Set bed time alarm for 9pm every night	[IN:CREATE_ALARM]
alarm	I want a repeat alarm on Tuesdays at 2pm	[IN:CREATE_ALARM]
alarm	Create a repeating alarm every monday at 5pm	[IN:CREATE_ALARM]
alarm	Create alarm for every Sunday at 7am	[IN:CREATE_ALARM]
alarm	Schedule an alarm for every Monday at 3:15pm	[IN:CREATE_ALARM]
alarm	Add alarm for sunday evening at 5	[IN:CREATE_ALARM]
alarm	Can you set an ongoing alarm for Tuesdays	[IN:CREATE_ALARM]
alarm	Set recurring alarm for each wednesday	[IN:CREATE_ALARM]
alarm	Are you able to set an alarm for 5:35am every Wednesday	[IN:CREATE_ALARM]
alarm	add alarm for the first of may at 5am	[IN:CREATE_ALARM]
alarm	Please set a recurring alarm at 12:30pm from Monday to Friday	[IN:CREATE_ALARM]
alarm	Create weekly alarm to clean chicken coop.	[IN:CREATE_ALARM]
alarm	Create an alarm for every Monday for the rest of the month	[IN:CREATE_ALARM]
alarm	Set alarm for every friday at 7pm	[IN:CREATE_ALARM]
alarm	Make an alarm for every tuesday morning	[IN:CREATE_ALARM]
alarm	Create a new alarm that goes off every Monday at 9am	[IN:CREATE_ALARM]
alarm	Set an alarm for Thursdays at noon for the next 8 weeks	[IN:CREATE_ALARM]
alarm	create an alarm on tuesday afteroons at 3 that repeats for the next 8 weeks.	[IN:CREATE_ALARM]
alarm	create a recurring alarm for sundays at 9am	[IN:CREATE_ALARM]
alarm	create a regular alarm for every friday at 7 in the evening	[IN:CREATE_ALARM]
alarm	Make a recurring  alarm that goes of on monday an tuesday at 9am for 9 weeks	[IN:CREATE_ALARM]
alarm	Create an alarm for tuesday 6pm for 6 weeks	[IN:CREATE_ALARM]
alarm	Set an alarm every Wednesday at 9:30am	[IN:CREATE_ALARM]
alarm	Setup a recurring alarm for monday 4pm	[IN:CREATE_ALARM]
alarm	Make a new alarm for Thursdays at 7	[IN:CREATE_ALARM]
alarm	Please set an alarm for 3pm every day	[IN:CREATE_ALARM]
alarm	Create a new alarm that goes off at 5pm each Wednesday	[IN:CREATE_ALARM]
alarm	Make a fortnightly alarm on Thursdays at noon.	[IN:CREATE_ALARM]
alarm	Set an alarm for 9pm today and repeat weekly	[IN:CREATE_ALARM]
alarm	Set a new alarm to repeat on Wednesdays at 7am for 7 weeks.	[IN:CREATE_ALARM]
alarm	Create an alarm for 3pm Tuesday for a month	[IN:CREATE_ALARM]
alarm	Create new alarm every Saturday at 9am	[IN:CREATE_ALARM]
alarm	Set an alarm for 5am every Thursday	[IN:CREATE_ALARM]
alarm	set my weekly alarm for weekdays at 5.30am	[IN:CREATE_ALARM]
alarm	Create a wake up alarm for 6am everyday for 4 weeks	[IN:CREATE_ALARM]
alarm	set a repeating alarm for the next 7 weeks on Thursday at 8pm	[IN:CREATE_ALARM]
alarm	Wake me up every sunday at 8am	[IN:CREATE_ALARM]
alarm	make a weekly alarm for Saturday at 8am	[IN:CREATE_ALARM]
alarm	Set an alarm for Thursdays at 3pm	[IN:CREATE_ALARM]
alarm	set an alarm for every Saturday at 7am for the next month	[IN:CREATE_ALARM]
alarm	For 6 weeks set an alarm every monday at 5am	[IN:CREATE_ALARM]
alarm	create a biweekly alarm for Monday at 9pm	[IN:CREATE_ALARM]
alarm	Please set an alarm for 7am every Monday.	[IN:CREATE_ALARM]
alarm	Create an alarm for every day at 5 am	[IN:CREATE_ALARM]
alarm	Switch on the alarm for 8pm every Tuesday.	[IN:CREATE_ALARM]
alarm	Setup an alarm that repeats everyday at 5 am	[IN:CREATE_ALARM]
alarm	Create a weekly alarm for Friday at 6pm	[IN:CREATE_ALARM]
alarm	Please turn on an alarm at 9pm on Fridays for 4 weeks.	[IN:CREATE_ALARM]
alarm	Please create a repeating alarm for 6am every Wednesday for 8 weeks.	[IN:CREATE_ALARM]
alarm	Create a recurring alarm for every Monday at 7 pm	[IN:CREATE_ALARM]
alarm	Set alarm for 7am for Thursdays for the weekends for 12 weeks.	[IN:CREATE_ALARM]
alarm	New weekly alarm for Wednesday at 9 am for next 5 weeks	[IN:CREATE_ALARM]
alarm	Set up an alarm that is repeated every Friday at 9 pm	[IN:CREATE_ALARM]
alarm	Make alarm for every monday 530 am	[IN:CREATE_ALARM]
alarm	Make an alarm for every Tuesday at 1 pm	[IN:CREATE_ALARM]
alarm	set alarm for every tuesday 730 am	[IN:CREATE_ALARM]
alarm	Alarm set up for every Sunday at 4 pm	[IN:CREATE_ALARM]
alarm	make an alarm for sundays 2130hrs	[IN:CREATE_ALARM]
alarm	Repeat alarm every Thursday at 12 pm	[IN:CREATE_ALARM]
alarm	Set up an alarm for 4 weeks every Monday at 8 am	[IN:CREATE_ALARM]
alarm	Every Sunday for next 3 weeks set wake up alarm for 5 am	[IN:CREATE_ALARM]
alarm	all saturdays i want an alarm at 7 am	[IN:CREATE_ALARM]
alarm	set an alarm for every Monday morning at 8am	[IN:CREATE_ALARM]
alarm	Make alarm for every monday at 10am	[IN:CREATE_ALARM]
alarm	Set alarm for practice every Tuesday at 6pm	[IN:CREATE_ALARM]
alarm	set a weekly alarm for 3pm on Saturdays	[IN:CREATE_ALARM]
alarm	Put alarm for work drinks every Friday at 5pm	[IN:CREATE_ALARM]
alarm	set an alarm on the 1st Monday of every month	[IN:CREATE_ALARM]
alarm	Wake me up every day at 7am	[IN:CREATE_ALARM]
alarm	set an alarm that goes off every Sunday at 2pm	[IN:CREATE_ALARM]
alarm	create a repeating alarm for every morning at 6am	[IN:CREATE_ALARM]
alarm	SET ALARM ON 2ND OF EVERY MONTH TO PAY CAR LOAN	[IN:CREATE_ALARM]
alarm	set an alarm for every weekend at noon	[IN:CREATE_ALARM]
alarm	SET THE ALARM FOR 5AM FOR WEEKDAYS	[IN:CREATE_ALARM]
alarm	make an alarm that goes off at 5am every morning	[IN:CREATE_ALARM]
alarm	set an alarm for 6am everyday for the next fortnight	[IN:CREATE_ALARM]
alarm	SET DAILY WALK ALARM	[IN:CREATE_ALARM]
alarm	for the next month create an alarm everyday for 6 in the morning	[IN:CREATE_ALARM]
alarm	SET THE ALARM FOR TO GO TO NEW MUSIC CLASS FOR NEXT 5 WEEKS AT 2PM.	[IN:CREATE_ALARM]
alarm	i need an alarm to go off every saturday at 6am for the next 8 weeks	[IN:CREATE_ALARM]
alarm	SET MONTHLY ALARM TO PAY GYM MEMBERSHIP ON 3RD OF EVERY MONTH	[IN:CREATE_ALARM]
alarm	Setup an alarm to go off on every second monday	[IN:CREATE_ALARM]
alarm	Set an alarm for each Sunday at 10am to 'water the plants'	[IN:CREATE_ALARM]
alarm	Make an alarm for every sunday at 10am please	[IN:CREATE_ALARM]
alarm	Set an alarm to go off on Fridays at 10am	[IN:CREATE_ALARM]
alarm	I need an alarm for the next 3 mondays	[IN:CREATE_ALARM]
alarm	Set an alarm for the first of each month called 'internet bill'	[IN:CREATE_ALARM]
alarm	Set an alarm for the 8th of each month called 'rent due'	[IN:CREATE_ALARM]
alarm	Can you make me an alarm for the next 4 fridays	[IN:CREATE_ALARM]
alarm	Set me an alarm for Wednesdays at 5pm called 'squash'	[IN:CREATE_ALARM]
alarm	I need a weekly alarm for tuesdays at 3pm	[IN:CREATE_ALARM]
alarm	Set a wake-up alarm daily at 6am	[IN:CREATE_ALARM]
alarm	Set a recurring alarm for Saturdays at 12:30pm	[IN:CREATE_ALARM]
alarm	Set an alarm for each weekday morning at 7am	[IN:CREATE_ALARM]
alarm	Wake me up at 7:30am on weekdays	[IN:CREATE_ALARM]
alarm	Make a repeat alarm for Fridays at 11am	[IN:CREATE_ALARM]
alarm	Make an alarm that goes off every Tuesday at 3:30pm	[IN:CREATE_ALARM]
alarm	I want to make an alarm that repeats every Monday at 2pm	[IN:CREATE_ALARM]
alarm	Set an alarm to go off each Monday at 3pm	[IN:CREATE_ALARM]
alarm	Put in a repeating alarm for Sunday nights at 6:30pm	[IN:CREATE_ALARM]
alarm	Wake me up at the same time every Thursday at 2pm	[IN:CREATE_ALARM]
alarm	Create a repeat alarm for Mondays at 7.00am	[IN:CREATE_ALARM]
alarm	New alarm for 445pm on Tuesdays	[IN:CREATE_ALARM]
alarm	Set a weekly alarm for Saturdays at 9am	[IN:CREATE_ALARM]
alarm	Make alarm for Mondays at 6am	[IN:CREATE_ALARM]
alarm	Make a repeating alarm for 10am on Wednesdays monthly	[IN:CREATE_ALARM]
alarm	Create new alarm for Thursdays at 645am	[IN:CREATE_ALARM]
alarm	Start alarm for 9am every Sunday biweekly	[IN:CREATE_ALARM]
alarm	Set new alarm for weekend mornings 11am for three weeks	[IN:CREATE_ALARM]
